OBJECTID,type_,desc_type,nom_plant,culture,echelle,province,nom_acquer,etat_plant,sup_adm_ha,sup_sig_ha,created_user,created_date,last_edited_user,last_edited_date,globalid,proprietaire,note,Shape__Area,Shape__Length
438,5120100,Culture annuelle, , ,De 30 à 100 hectares,, ,En activité,98,98,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,8c444571-0b5d-483f-9ca3-da980a0c6011, , ,996820.116210938,4774.03410825592
439,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,31,31,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,3e751b8e-1f1d-4d8e-a634-22ce661adc13, , ,312431.103942871,2341.84731567954
440,5120100,Culture annuelle, , ,De plus de 1000 hectares,, ,En activité,5069,5024,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,1f684072-bad3-4b7f-8f09-e79f431e80a9, , ,50959880.239502,43419.6027997795
441,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,133,131,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,dcaa2444-a71b-46cb-b5c8-abe4e2ca735e, ,Limites d'origine non détectables sur imagerie,1330365.36755371,5319.64577649254
442,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,581,573,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,65088615-25ca-4c5d-9008-b4a4039d234c, , ,5810666.20413208,10461.4110632502
443,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,Abandonné,1094,1079,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,6ed037f4-3d94-4473-9e19-b703b1703397, , ,10947895.2561646,17382.5964299847
444,5120000,Culture pérenne,Site agroforestier de Dipanda,Acacia,Agroforesterie communautaire,, ,En activité,48,48,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,1a1a05d3-50c0-4b7f-ab38-01aecbb1bcdf, , ,485304.889770508,3026.62785409041
445,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,53,53,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f11aa343-34a7-4b81-8eab-09c9496f9a58, , ,534437.463012695,4007.37234212897
446,5120000,Culture pérenne, ,Hévéa,De 30 à 100 hectares,, ,Abandonné,81,80,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,076fd733-9641-4d18-b78d-115c170b8996, , ,815112.584259033,3689.18717314945
447,5120000,Culture pérenne,Site agroforestier de Kingelema,Palmier à huile,Agroforesterie communautaire,, ,En activité,54,54,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e693d20f-4e76-47d5-b7e0-e0b491290e50, , ,544143.916748047,3477.33185703644
448,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,465,458,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,dce621b1-8331-4209-bd08-26a9b2dd34de, , ,4649625.42391968,10366.1722408805
449,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,96,95,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,05ecc008-cafb-4fbb-9a2d-a0e53f8d0118, ,Limites d'origine non détectables sur imagerie,963228.307983398,4768.29648194523
450,5120000,Culture pérenne, ,Café,De plus de 1000 hectares,, ,Abandonné,2514,2478,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,aefeeb85-c455-4366-a697-503935eb42a8, ,Limites d'origine non détectables sur imagerie,25138314.0106964,27530.4422427852
451,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,90,89,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,1f032107-ac7c-44b2-88b6-ab5a85102054, , ,898740.328979492,4010.62392839137
452,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,143,143,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,a5c352ab-9e17-4f97-823f-be07cc479640, , ,1452349.53808594,5596.41041257027
453,5120000,Culture pérenne, ,Hévéa,De plus de 1000 hectares,, ,En activité,1550,1528,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,d41a20d2-3777-4c97-b0f8-8b51ea873a9d, , ,15500139.9060059,23398.7284778835
454,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,1489,1468,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,a8aa417b-1f88-4e3d-b92d-a95d989c5a5a, , ,14886296.0025635,38946.9489597765
455,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,Abandonné,1078,1064,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,adba4241-df94-4fdd-ad4d-14d001fa9e67, , ,10789157.8352051,18042.0995093301
456,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,129,129,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,29a52adc-d367-41e9-bdf4-f63a9fbbf3f6, , ,1311439.46142578,4596.65887503078
457,5120000,Culture pérenne, ,Café,De plus de 1000 hectares,, ,Abandonné,1084,1069,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,3b7ff998-8d03-4bed-8047-7281af74c991, ,Limites d'origine non détectables sur imagerie,10844383.6694922,14123.4120889865
458,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,393,387,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e55cff1a-2084-403c-910b-caa9ae179d8a, ,En extension,3926194.70967102,9292.78494015924
459,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,468,462,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ca503298-8508-48b7-8b64-460f66bbbe99, , ,4689065.02813721,9874.01327568963
460,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,63,63,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,d273fa82-957d-4d7f-83e2-db717f122f46, , ,634942.557250977,3846.95679322967
461,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,74,73,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,64a77eca-7c81-4184-b8e5-edee9ea1cfa1, , ,735731.951538086,5614.31097051991
462,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,Abandonné,784,773,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f6477048-a639-41b1-9717-4ac9e7b2f717, ,Limites d'origine non détectables sur imagerie,7845797.81097412,13011.310002435
463,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,Abandonné,1643,1620,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,bd850890-469d-4e63-be0e-fc16c66b0b6c, , ,16434010.2026958,22032.2150265833
464,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,138,136,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,ceb60160-1948-4068-8091-b96c6ab65b72, ,Limites d'origine non détectables sur imagerie,1380677.27978516,4854.08019104176
465,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,205,202,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,c3458cd2-3513-47d8-bc5d-5fe9e026e6a7, ,Limites d'origine non détectables sur imagerie,2050405.14668274,7289.4992695249
466,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,12421,12255,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,4324ed56-f67f-4777-9f40-30379fa67abd, , ,124308379.928528,91373.74608226
467,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,241,238,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,5a0d6a8e-2cee-434c-980d-e76fbed1ee43, , ,2410043.23519897,7034.83544629453
468,5120000,Culture pérenne,Site agroforestier de Khulu,Acacia,Agroforesterie communautaire,, ,Abandonné,46,45,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,442f8ee0-adbb-4ebc-ad0a-89b9ab7f2f76, , ,457933.32421875,4271.48253114589
469,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,594,586,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,fc222c25-6f80-4d0f-9895-d81da75812d8, , ,5944956.71820068,10884.8730843915
470,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,49,49,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,e534604c-57b5-42db-921c-bf0a8dd811ab, , ,493389.171512604,2928.96580936646
471,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,170,167,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,aa878555-5bab-460c-9945-4381263c2abd, , ,1698698.55847168,5562.22470080218
472,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,235,231,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,0da66a97-0bd1-4793-8394-4fdef87fa5c7, , ,2346676.26141357,9539.93914379278
473,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,737,727,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,4a005595-8edd-47ff-8ff7-6fd97ab0f78a, ,Limites d'origine non détectables sur imagerie,7376779.3081665,14877.0964317874
474,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,108,106,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,79cff610-83c5-40df-bfad-89229d90c440, , ,1076263.7671814,4782.87515545018
475,5120000,Culture pérenne,Site agroforestier abandonné de Kapakasa I,Acacia,Agroforesterie communautaire,, ,Abandonné,18,17,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,fba199a1-7483-4af7-8b62-0c2eb60eedd4,EARDI-Gungu, ,177472.155517578,2585.0344179016
476,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,N.I.,55,54,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e71dd001-7491-449c-845c-1e01084a78e2, , ,547190.169677734,3064.1605100266
477,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,2400,2366,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,98418c8f-6c4a-4363-8061-979c0bfd1c44, , ,24005332.3081665,45294.8597385945
478,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,189,189,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,73845f7d-f50c-40ed-80f9-00c32aaecb4b, , ,1919692.26855469,10585.6478959189
479,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,132,130,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,1050f749-cebe-48a2-9885-34f9ab2512b8, , ,1319500.90887451,9879.49880801473
480,5120000,Culture pérenne, ,Cacao,De 100 à 1000 hectares,, ,En activité,946,933,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,18c13fae-ce5e-4f54-b143-927efbd55974, , ,9459356.91838074,14990.9793165615
481,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,216,213,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,eadd305d-872f-46d4-a26c-9624767839c0, ,Limites d'origine non détectables sur imagerie,2158180.90445328,6841.17916364991
482,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,102,100,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,487c1e6e-ddc9-4dc9-9ea1-0448a1ac3886, ,Limites d'origine non détectables sur imagerie,1016389.88320923,4215.02667307602
483,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,155,153,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,aadec364-d7c8-494e-99eb-1c507b5ee2cc, , ,1547659.30041504,11379.9813274447
484,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,601,594,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ff96652c-99bc-45a8-85a8-43fa85d77966, , ,6025495.19873047,21398.8048417205
485,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,132,131,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,b12109b4-89fb-438c-8d76-d6c647b61d3f, , ,1325002.71148682,4598.80279083768
486,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,914,901,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,c2463139-a9e8-4d46-8f73-4ac45f345232, , ,9139326.11335754,18312.9417363764
487,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,524,516,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,455a7732-9897-48bf-bdb2-fd785e54b63c, ,Limites d'origine non détectables sur imagerie,5237066.61911774,16617.8367929595
488,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,156,154,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,9e5c5b45-c7dc-4afb-aacc-59898dea1ffc, , ,1559792.08679199,5786.10444287892
489,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,37,37,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,9fb9dfcd-6ab9-4b81-94a7-0fd55fc507c2, , ,372927.329650879,2816.97584802801
490,5120100,Culture annuelle, , ,De 30 à 100 hectares,, ,En activité,44,44,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,34590611-6190-4118-bef9-fe3d955d7fc1, , ,442351.911132812,3954.3632308305
491,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,34,34,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ba3cee45-8d60-4237-ac14-261889fed0eb, , ,340849.944824219,2551.23222759273
492,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,7374,7291,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,a71b2aff-91a5-41d9-9785-0e3eba36d52d, , ,73960193.5925903,124174.352566435
493,5120000,Culture pérenne,Site agroforestier abandonné de Mihwa,Acacia,Agroforesterie communautaire,, ,Abandonné,20,20,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,dd1a526d-cc5f-485f-926a-4a1c0e7d5810, , ,205454.322387695,2124.29445898712
494,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,338,334,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,09229614-fad2-4cf3-adb4-2c22eefcc113, , ,3384000.85242462,10258.5552038333
495,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,Abandonné,361,356,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,b5da8bf2-e8ad-4f9a-8b22-13955a265234, , ,3611940.65777588,8317.33648119913
496,5120000,Culture pérenne, ,Hévéa,De plus de 1000 hectares,, ,En activité,1539,1519,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,2dc88208-cf59-4b19-850c-eb7993d4e49d, , ,15410819.2937012,19675.7353973106
497,5120100,Culture annuelle, , ,De 10 à 30 hectares,, ,En activité,20,20,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,22fedee5-6800-42fa-a0d4-a5d8f5dce314, , ,202761.345703125,2259.5996887626
498,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,102,101,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,36bbb988-ac63-4e40-bf9b-21996039543d, , ,1024988.97283936,4076.07586223788
499,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,95,94,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,7b484122-5776-4d30-bb1f-78861ae2234d, , ,951183.292907715,4891.50435595889
500,5120000,Culture pérenne, ,Hévéa,De plus de 1000 hectares,, ,Abandonné,2971,2933,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,1d800ada-158f-4e98-a344-8e2f215c08ac, , ,29747791.6435547,24301.945062782
501,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,152,150,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,cd129808-b9c2-4d5a-9b06-eeb711a7cba9, , ,1524450.50009155,5666.0206472665
502,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,458,452,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,359f8208-b96e-4e95-91c3-4749b3b7b3ed, , ,4580507.97463989,12122.5698461531
503,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,176,174,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,c565c39b-fd4f-4786-9178-cd165e85670d, , ,1760605.71323395,9121.75048833037
504,5120000,Culture pérenne,Site agroforestier de Pondo,Acacia,Agroforesterie communautaire,, ,Abandonné,70,70,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,539ace2d-67cc-45a7-a284-cc62500e2699, , ,707849.350708008,3628.2053514832
505,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,En activité,152,150,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,cbb505e7-602a-42a4-a93f-d226d2c48011, , ,1524235.65942383,5242.21371537626
506,5120100,Culture annuelle, , ,De 30 à 100 hectares,, ,En activité,92,93,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,49d7490b-b9a8-4f77-8dce-7598e9c501db, , ,942279.611083984,6862.59588013942
507,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,57,56,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,4b506058-4615-48b0-a329-69d42b0415f1, , ,569803.317504883,3136.20101409025
508,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,30,29,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,a6e51ee4-e6d5-4df4-bcc2-73c77e3c9079, , ,297754.024353027,2637.87383867273
509,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,39,39,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,628e4fb0-8935-4f11-a477-b74991f94357, , ,391981.922729492,3004.46536220707
510,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,65,64,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,88afb6d5-5118-4b49-b9db-72b28b5e8acc, , ,647866.229095459,4359.34728592143
511,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,46,45,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,8e5740ab-7675-4f7d-b95a-9e8b0a1737e0, , ,460170.100585938,4723.28119749491
512,5120000,Culture pérenne,Site agroforestier de Gakwelela,Palmier à huile,Agroforesterie communautaire,, ,En activité,69,68,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f7756df6-efda-4d87-9ba2-3ef155db5267, , ,690318.974365234,6425.17559667781
513,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,31,31,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,fb9a33f6-686d-4749-ba88-5a6fdb66cac0, , ,314532.794677734,2642.41211076189
514,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,589,582,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,d613ecbc-40e9-4fd9-9968-5938694b3433, ,Limites d'origine non détectables sur imagerie,5902541.85601807,10475.0879916464
515,5120100,Culture annuelle,Ferme Naviundu, ,De 100 à 1000 hectares,, ,En activité,487,490,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,3ccaa53c-b7ab-4f49-a3df-614f9932915a,Université de Lubumbashi, ,4970710.9440918,10247.2851499086
516,5120100,Culture annuelle, , ,De 30 à 100 hectares,, ,N.I.,40,39,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,3a9fb61b-7c81-4daa-9dbc-5b4099b21e24, , ,398970.265563965,3134.07735390589
517,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,79,78,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,aeef63b2-d8ba-4035-9be9-8ce26e12df77, , ,793476.332519531,5651.53457879057
518,5120000,Culture pérenne,Yaligimba,Palmier à huile,De plus de 1000 hectares,,Unilever,En activité,12222,12058,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,9a71c594-a52f-4cdb-93d9-3abcf93a17d8,PHC/Feronia, ,122316760.989319,104714.762514204
519,5120000,Culture pérenne,Site agroforestier de Kimpombo,Acacia,Agroforesterie communautaire,, ,Abandonné,19,19,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,da93454f-8c15-4818-9d26-3ad25abe8d5e,EARDI-Gungu,Limites d'origine non détectables sur imagerie,190297.155883789,2378.17934986173
520,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,50,49,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,35c0628a-be95-49be-a9c2-df776f23163a, , ,497354.960235596,2924.85272883322
521,5120100,Culture annuelle, , ,De plus de 1000 hectares,, ,En activité,6934,6978,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,fc2d9a38-e19a-48b9-aae5-bd61e8116534, ,En extension,70761953.6079102,95397.0488388326
522,5120100,Culture annuelle, , ,De 30 à 100 hectares,, ,En activité,40,40,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,3075b4ef-1ce6-4601-8116-5f8e50f36391, , ,405913.17578125,3017.41656967908
523,5120100,Culture annuelle, , ,De 100 à 1000 hectares,, ,En activité,427,430,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,1fdf5d97-f85b-4e30-9f10-75c06b4756e6, , ,4362831.34716797,14484.9952243821
524,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,En activité,536,529,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ced721f2-10c1-444d-acbd-bad11d056e0e, , ,5369177.46685791,10414.0482964981
525,5120000,Culture pérenne,Site agroforestier de Mutombo-Kangu,Palmier à huile,Agroforesterie communautaire,, ,Abandonné,53,53,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,70dcf647-6b5f-42b9-971c-b1f044aabf36, , ,534970.676757812,3076.94389252774
526,5120000,Culture pérenne, ,Palmier,De 30 à 100 hectares,, ,Abandonné,94,93,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,12c8f241-8986-40ce-b4fe-7156fbacf64f, , ,940003.189086914,5611.79832142783
527,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,1036,1023,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,348f81da-4473-4ade-a7ba-994348d7c53b, , ,10374950.7272949,15848.106844934
528,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,82,81,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,66cddcfd-924c-45b0-945b-2f667d330bb2, , ,824885.624008179,4157.16884802804
529,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,191,188,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,050db37e-5d0d-45d6-8be6-54a7a5694e66, , ,1908793.36414337,6620.00817797078
530,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,129,127,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,d016b31d-3946-4bef-99f7-dd79c30efc32, , ,1289175.06590271,5065.15275021545
531,5120000,Culture pérenne,Site Agroforestier Banda,Acacia,Agroforesterie communautaire,, ,Abandonné,44,44,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e671fef4-2d65-4cab-bb74-3380dd5b1304,CPDA, ,445173.807250977,2998.30030276734
532,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,N.I.,663,654,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,ebe5dd10-705d-4a92-8899-f86503699364, , ,6630868.79498291,16720.4913575046
533,5120000,Culture pérenne,Site agroforestier de Mundundu,Acacia,Agroforesterie communautaire,, ,Abandonné,32,32,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,2e212806-07d8-43e3-b5e3-9b658ee5baff,EARDI-Gungu,Limites d'origine non détectables sur imagerie,323541.46862793,2682.12511765427
534,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,4281,4222,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,19f5b857-3d02-4656-a083-494d6a51c1bd, , ,42822965.0919952,120804.215805717
535,5120000,Culture pérenne,Site agroforestier de Mikandeji,Acacia,Agroforesterie communautaire,, ,En activité,57,56,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,23850a4c-8fe3-4ab6-bfe8-ca405cc27587,EARDI-Gungu, ,571872.036621094,3283.44624541003
536,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,Abandonné,309,305,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,dc018110-93be-4234-89d8-ed36632c05ad, , ,3095579.15966797,8877.7033060622
537,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,128,126,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,337ee9b2-7b67-4c90-9d11-ee10cb8d49ad, , ,1278854.17694092,5348.17372565227
538,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,30,29,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,6ab8cdc4-6b10-4cc7-ac35-e81f5ea45273, , ,296967.342590332,3008.12129244956
539,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,134,132,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,841f9b37-b093-49e9-9a1d-da81b5d829cf, , ,1339649.5383873,5805.82383257425
540,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,58,58,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ba434e85-910d-4130-b7d3-376259642f4a, ,Limites d'origine non détectables sur imagerie,585588.165161133,2941.73963083122
541,5120000,Culture pérenne, ,Hévéa,De 10 à 30 hectares,, ,Abandonné,27,26,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,69e53a51-f4cf-4bac-bbc6-f60df37f7fb3, , ,265269.691253662,2158.21055726144
