OBJECTID,type_,desc_type,nom_plant,culture,echelle,province,nom_acquer,etat_plant,sup_adm_ha,sup_sig_ha,created_user,created_date,last_edited_user,last_edited_date,globalid,proprietaire,note,Shape__Area,Shape__Length
230,5120000,Culture pérenne,Site Agroforestier Mabaya tatu,Acacia,Agroforesterie communautaire,, ,Abandonné,27,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,79f81aa3-e9b9-4ee9-a62c-d78bd68b374d,EARDI-Gungu, ,272562.243408203,2592.3719065508
231,5120000,Culture pérenne, ,Palmier à huile,De 10 à 30 hectares,, ,En activité,10,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,dbd0ea3a-2334-4083-bd2c-4ad8354e2014, , ,99484.2692565918,1567.70439148623
232,5120000,Culture pérenne,Site Agroforestier Banda,Acacia,Agroforesterie communautaire,, ,Abandonné,44,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,19b0ee44-ef29-4244-b624-d967fcacfc6d,CPDA, ,445173.807250977,2998.30030276734
233,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,211,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,8ad8a889-6e18-4576-ac79-7f28aa56e126, , ,2113773.4041748,6652.63089709788
234,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,12421,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,e87b2a43-297a-4322-9488-330495c676d4, , ,124308379.928528,91373.74608226
235,5120000,Culture pérenne,Site agroforestier de Pondo,Acacia,Agroforesterie communautaire,, ,Abandonné,70,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,ad3c1030-fe78-4592-a091-38a5a4859840, , ,707849.350708008,3628.2053514832
236,5120000,Culture pérenne,Site agroforestier de Gianga,Palmier à huile,Agroforesterie communautaire,, ,En activité,52,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,653ce099-233d-43f8-acd3-b987d264632a, , ,518634.057128906,3280.22375559276
237,5120000,Culture pérenne,Site agroforestier de Gakwelela,Palmier à huile,Agroforesterie communautaire,, ,En activité,69,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,d02c3d93-50f2-4e45-86aa-cfaadefb841b, , ,690318.974365234,6425.17559667781
238,5120000,Culture pérenne,Site agroforestier de Kisalu,Palmier à huile,Agroforesterie communautaire,, ,Abandonné,20,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,a7f6f188-50ba-41db-85b1-66e53364e8fd, , ,197433.479125977,2139.98796831448
239,5120000,Culture pérenne,Site agroforestier abandonné de Tobi,Palmier à huile,Agroforesterie communautaire,, ,Abandonné,31,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,2c968c70-921a-429c-8239-657540374504, , ,307551.486328125,2489.35632071016
240,5120000,Culture pérenne,Site Agroforestier Itunu,Acacia,Agroforesterie communautaire,, ,Abandonné,41,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,aac16212-d4d1-4e19-8d1d-0b1911036559,EARDI-Gungu, ,412173.919677734,2880.19790349094
241,5120000,Culture pérenne,Site Agroforestier Lufushi,Acacia,Agroforesterie communautaire,, ,Abandonné,44,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,e2a8b00d-2f59-4079-9539-1accdfc673eb,EARDI-Gungu, ,446288.60534668,2930.51911297612
242,5120000,Culture pérenne,Site Agroforestier Ibansi,Acacia,Agroforesterie communautaire,, ,En activité,75,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,e92a2bed-7726-42e8-9d6d-33fd785d4630,EARDI-Gungu, ,749295.643066406,3529.12548620927
243,5120000,Culture pérenne,Oil palms,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,130,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,2f3659e1-02df-4e61-943a-c9f8194e52d6, , ,1301560.43992233,5828.7890389658
244,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,34,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,794611b7-32fa-4cad-8b64-f77defff454c, , ,340849.944824219,2551.23222759273
245,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,393,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,619124f1-f872-4f30-8010-80c0f2b98bdb, ,En extension,3926194.70967102,9292.78494015924
246,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,321,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,c0803389-f0ca-4c81-a13a-3e7abf1acc68, , ,3220918.18890381,11797.29559262
247,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,128,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,a8d5bef2-11de-4aa1-80d3-30c4ae16c804, , ,1278854.17694092,5348.17372565227
248,5120000,Culture pérenne,Site agroforestier abandonné de Hulenu,Acacia,Agroforesterie communautaire,, ,Abandonné,38,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,e52db5c2-1ff4-4481-98e3-4b209af21153, ,Limites d'origine non détectables sur imagerie,379519.571044922,2619.13991165195
249,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,176,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,61ef7328-11be-4d5d-a33c-6689842d8ace, , ,1760605.71323395,9121.75048833037
250,5120000,Culture pérenne, ,N.I.,De 10 à 30 hectares,, ,En activité,14,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,55998037-a7c2-4c45-9ee1-6f4b64ecfc38, , ,140781.946716309,1776.1679503527
251,5120000,Culture pérenne,Mashamba Idjwi Kusini / Plantation Idjwi Sud,N.I.,De 100 à 1000 hectares,, ,Abandonné,104,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,cfd6d4fb-ec85-4166-9c37-ab23fa4040e6, , ,1037519.70825195,5746.24025977922
252,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,215,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,07a05421-77d6-488c-af6a-788bbc2c8c65, , ,2157456.86572266,6195.47778151741
253,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,289,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,f7a274d0-f6e8-449c-b3f9-d657c2965896, , ,2900976.80377197,9424.36538831846
254,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,241,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,0687ba26-9930-4153-966b-55c487346d9c, , ,2410043.23519897,7034.83544629453
255,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,63,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,5feb7dfe-5dfa-48a9-86db-09a6a0a3e628, , ,634942.557250977,3846.95679322967
256,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,155,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,09d068aa-f5c6-4def-a6ed-89dbf1da9d37, , ,1547659.30041504,11379.9813274447
257,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,74,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,84caf866-f4b2-488a-a525-25d0c181e703, , ,735731.951538086,5614.31097051991
258,5120000,Culture pérenne, ,Cacao,De 100 à 1000 hectares,, ,En activité,946,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,f9af8b4d-8df5-494f-9ef2-27e8f9130434, , ,9459356.91838074,14990.9793165615
259,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,581,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,9e408baf-4d57-4f0b-bf9c-d15dc661bb4a, , ,5810666.20413208,10461.4110632502
260,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,1946,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,2dbd4082-e87d-48ed-82b9-09c39878e952, , ,19465050.0270081,33709.7680842335
261,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,458,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,0b1cf506-c40d-4553-a86d-10c55dc93d82, , ,4580507.97463989,12122.5698461531
262,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,53,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,02021d73-4a25-45b6-b7b6-a85662884c27, , ,534437.463012695,4007.37234212897
263,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,128,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,82d4ec6a-39f4-4899-9871-bda55e94f212, , ,1275979.45152283,4849.7692804131
264,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,191,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,525840d5-3808-4323-ba2a-263bb01105d8, , ,1907426.85369873,7281.54264320233
265,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,194,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,b2f2e731-97a1-4b20-927d-ae9362555279, , ,1942202.21923828,6942.4144571759
266,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,182,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,bf26551b-92bd-403f-a432-ba8e35138b33, , ,1815231.28356934,5933.92391965668
267,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,122,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,e642dc86-3ecb-4bbc-be84-8e638e43be65, , ,1222057.38867188,4716.45205201028
268,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,569,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,8a9b1de5-eeb1-42cc-90d4-647727bb7b7f, , ,5694231.98986816,10258.510928538
269,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,87,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,5b28658f-a0fa-4d4b-bc58-3f3f81061981, , ,865181.374694824,4131.6435749644
270,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,82,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,18141c28-bcb3-449c-8692-ba643bd37709, , ,824885.624008179,4157.16884802804
271,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,156,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,1c83ac80-8a56-4774-9d31-cfb7f4d72810, , ,1559792.08679199,5786.10444287892
272,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,1446,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,a7fb3516-ce98-4de9-aadc-1e4303160e86, , ,14459333.18927,18931.8346467782
273,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,589,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,8b827095-be17-4871-bafd-fa1402950b03, ,Limites d'origine non détectables sur imagerie,5902541.85601807,10475.0879916464
274,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,594,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,7935ff29-1fda-49b7-ad71-36aa9f3c0396, , ,5944956.71820068,10884.8730843915
275,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,En activité,1270,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,f2b172fc-9f1d-4e4f-9bc6-ed3abaf7546c, ,Agroforestière,12734052.1283569,20881.9107898095
276,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,Abandonné,1695,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,ff39664e-a67b-465f-bbfe-d25c25ebde24, ,Limites d'origine non détectables sur imagerie,16997394.0199585,27411.1520586943
277,5120000,Culture pérenne, ,Hévéa,De 100 à 1000 hectares,, ,Abandonné,309,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,365a991e-d388-431c-8fa5-4bfc87806300, , ,3095579.15966797,8877.7033060622
278,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,1036,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,abeaa885-d260-46ac-ad5b-999064bd7a2d, , ,10374950.7272949,15848.106844934
279,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,N.I.,130,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,764610ea-3cd9-46b1-8cc5-3142dbf813b3, , ,1299742.13012695,8382.94547632151
280,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,En activité,928,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,0d47faff-3b03-4316-a1e1-6e9e5bfa4bde, ,Limites d'origine non détectables sur imagerie,9294727.77410889,18945.0476530445
281,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,7628,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,402d6459-33b0-4234-95b0-f3dbc4b2f21d, , ,76322894.6903076,60377.7012517034
282,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,Abandonné,1078,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,3b6314c2-ef99-4b38-86f2-a3db0442718e, , ,10789157.8352051,18042.0995093301
283,5120000,Culture pérenne,Boteka,Palmier à huile,De plus de 1000 hectares,,Unilever,En activité,3882,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,befb2758-cbc8-4ede-92e5-d3186a44aeb7,PHC/Feronia, ,38816621.3337097,165409.747553224
284,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,37,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,206ff27a-8087-4cf2-a288-3981c51f0e53, , ,369229.610595703,3221.7419708021
285,5120000,Culture pérenne, , ,De plus de 1000 hectares,, ,Abandonné,2150,,USER,2019/11/19 10:10:14+00,USER,2019/11/19 10:10:49+00,ebff1de6-4792-464a-9d1e-79515d289e6a, , ,21523471.0926514,24154.7339204205
286,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,45,44,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,0416df85-020b-443e-9898-b7a8c6c73433, , ,450979.159637451,2794.9710334435
287,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,Abandonné,84,83,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,8ff183c8-ae2e-44fd-bfba-2e07c4ecc915, , ,838747.866790771,4185.70865798968
288,5120000,Culture pérenne, ,Café,De plus de 1000 hectares,, ,En activité,1736,1713,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,e3270207-f266-4e1b-a00d-46f4858aeace, , ,17378548.7883301,24412.7154554807
289,5120000,Culture pérenne,Site Agroforestier de Mabaya Tatu,Acacia,Agroforesterie communautaire,, ,Abandonné,42,42,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,231818ac-a10d-4102-9ce4-52e5d5790038,CPDA, ,422103.265625,2894.73463320806
290,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,3210,3164,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,6def219c-4cb2-4b5a-8ec2-ae5dbc3de8d9, , ,32096947.3964691,67925.7406623585
291,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,332,327,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,da51e39e-3012-4546-972b-a0dbc4cdac1d, ,Limites d'origine non détectables sur imagerie,3320590.42324829,7310.40306151032
292,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,128,126,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,7bfa4a90-f34c-44cd-ab24-cf37b07bf4c7, , ,1275979.45152283,4849.7692804131
293,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,359,354,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,9c05b884-138f-45a2-82d6-e72328decc3a, , ,3589246.59344482,8884.73421681759
294,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,85,84,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,2c9af9a0-b15a-459c-8333-8a009d0f1b8d, , ,847983.392150879,4893.94058297363
295,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,64,63,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,e6dcf43f-a00b-4b24-ae9b-6d97979bde06, , ,635266.991821289,3924.73478179628
296,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,156,154,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,a2ed9238-4a04-4e38-b1bc-26a07393dc18, , ,1558978.03271484,5606.59436306537
297,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,516,510,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,71253b6e-d035-424a-b20f-1c5f40e1efa1, , ,5171845.53173828,9315.61863172102
298,5120000,Culture pérenne, ,Palmier à huile,De 10 à 30 hectares,, ,En activité,10,10,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,cbb0e88f-2c32-4187-8418-372332c29699, , ,99484.2692565918,1567.70439148623
299,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,37,36,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,a2a54038-38da-45de-bbd8-5b21c5285cd4, ,Limites d'origine non détectables sur imagerie,365804.466995239,2807.22905048242
300,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,224,221,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,b942c664-0219-44e9-a8db-843858db3bf0, , ,2243917.54467773,8899.59496733615
301,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,173,170,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,b4cacc7b-6e6d-409d-8d57-71adac3a2e65, , ,1728185.13883972,6815.42520002931
302,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,309,305,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,3662a124-c885-4ea4-ba4c-5235a2fbe9ab, , ,3089976.53001022,8381.50217671199
303,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,455,448,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,74475f5f-76fe-44de-ac1c-ea5123cb8d35, , ,4547717.45663452,12822.8113984474
304,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,235,232,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,ed923038-5c58-4a1d-a4ad-8d31e847e5e3, ,Limites d'origine non détectables sur imagerie,2354504.6581955,8699.14261551161
305,5120000,Culture pérenne, ,N.I.,De 30 à 100 hectares,, ,Abandonné,86,85,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,98146485-9181-4487-97d3-dfda4d5aeec1, ,Limites d'origine non détectables sur imagerie,862663.927764893,4203.25901442537
306,5120000,Culture pérenne, ,Café,De plus de 1000 hectares,, ,En activité,2187,2159,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,9c8c5735-2a74-4951-8d71-43e6e05f6bfe, , ,21898409.4356689,32921.2327414242
307,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,272,268,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e49b7fa9-54e2-41de-aa6e-20d1bcfa28d2, , ,2717055.94702148,7932.91383196919
308,5120000,Culture pérenne, ,Palmier à huile,De 30 à 100 hectares,, ,En activité,43,43,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,d5f5856e-fe9e-44a2-aa55-4de0285f4883, , ,432328.464050293,4930.44472396402
309,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,171,168,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f9151a7b-d746-4f2d-8a54-a76b101afbb2, , ,1708144.48520279,6531.71057788107
310,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,815,805,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,2bbd770b-979b-400e-9b8e-87c25992fab4, ,Limites d'origine non détectables sur imagerie,8162194.25524902,12970.5997123567
311,5120000,Culture pérenne,Site agroforestier abandonné de Kapakasa II,Acacia,Agroforesterie communautaire,, ,Abandonné,16,16,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e60e97aa-1f8c-4a14-b8dc-7e4c27ef8228,EARDI-Gungu, ,162608.537719727,2403.72212221943
312,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,280,276,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f0a9fa37-fb6c-43cf-8b55-05f272fca8ca, , ,2796482.60658264,7465.58207401853
313,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,1446,1425,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,c1a88bac-82eb-473a-992f-a33e2e2d3c60, , ,14459333.18927,18931.8346467782
314,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,388,382,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,8e411a8e-2600-4da0-9c51-b4a4eb9d0539, , ,3879817.32363892,12288.4747718192
315,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,En activité,85,84,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,b6970971-e9ff-4b73-b3c5-129c9fdb07f5, , ,852870.788856506,3996.08555352727
316,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,En activité,256,253,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,d9d51530-b063-4de9-94ee-5490f2913dc4, , ,2563550.28071213,9107.10667649067
317,5120000,Culture pérenne, , ,De plus de 1000 hectares,, ,N.I.,9869,9757,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,b7d5837c-061a-4e51-89dd-175848ddfefb, , ,98972259.0969849,56140.2830424241
318,5120100,Culture annuelle,Compagnie Sucrière de Kwilu-Ngongo,Canne à sucre,De plus de 1000 hectares,, ,En activité,15643,15497,USER,2019/11/19 10:13:35+00,USER,2021/05/29 19:57:09+00,3826f93e-0ab8-4fe3-b083-4c53a95be70a,Finasucre, ,157193117.812988,287391.437474842
319,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,2771,2735,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,978de643-f265-445c-89c1-3b021a63585b, , ,27738525.9335327,34653.6634966252
320,5120000,Culture pérenne, , ,De 30 à 100 hectares,, ,Abandonné,37,36,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,f4ab572a-5af9-4f5c-ad57-05ae181ef363, , ,369229.610595703,3221.7419708021
321,5120000,Culture pérenne, ,Palmier à huile,De 10 à 30 hectares,, ,Abandonné,24,24,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,f0abcd45-dac1-4e80-aa54-e869bfe441da, ,Limites d'origine non détectables sur imagerie,240053.097045898,2114.43628866262
322,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,289,286,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,c395ac06-e3a1-410f-a8e2-e3f1f1798253, , ,2900976.80377197,9424.36538831846
323,5120000,Culture pérenne,Site agroforestier abandonné de Mukenge,Acacia,Agroforesterie communautaire,, ,Abandonné,20,20,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e83c261b-87f5-4982-bb17-14ca527a8355,EARDI-Gungu, ,199367.07421875,2798.61225768649
324,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,En activité,1455,1436,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,227df0bf-95e5-43d5-a185-a40bfb2e84cd, , ,14567581.1581421,19730.973513645
325,5120000,Culture pérenne, ,Café,De plus de 1000 hectares,, ,En activité,1234,1218,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,cd8317d0-f1fc-48fd-acd6-85f90f6f11bb, , ,12355904.1825562,14297.9595589211
326,5120000,Culture pérenne, ,Café,De 100 à 1000 hectares,, ,Abandonné,141,139,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,bbf4b1b7-33a3-4299-9e7e-f33cdce4feb6, ,Limites d'origine non détectables sur imagerie,1413686.70916748,4791.08045082109
327,5120000,Culture pérenne,Site agroforestier de Kihunda,Acacia,Agroforesterie communautaire,, ,En activité,78,77,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,e50faba6-3ff1-48ed-9541-5bc01bb41264,EARDI-Gungu, ,779370.294311523,3820.84454989655
328,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,1946,1919,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,24c03d2e-d379-4d1f-8b8c-bcaa5c0c5103, , ,19465050.0270081,33709.7680842335
329,5120000,Culture pérenne, , ,De 100 à 1000 hectares,, ,Abandonné,412,407,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,da7b87f8-11ee-454e-9965-93bc21cf330a, , ,4127634.67822266,12773.6173669922
330,5120000,Culture pérenne, ,Palmier à huile,De plus de 1000 hectares,, ,Abandonné,1026,1013,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,0070c843-f8ff-416b-a7c9-73563633c8fa, , ,10272804.2919312,22293.0320182005
331,5120000,Culture pérenne, ,N.I.,De plus de 1000 hectares,, ,Abandonné,2224,2193,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:09+00,8fde7fe7-c7af-4e01-a318-5b5de394fdbc, ,Limites d'origine non détectables sur imagerie,22241107.9451523,26385.3949966626
332,5120000,Culture pérenne, ,Palmier à huile,De 100 à 1000 hectares,, ,Abandonné,569,561,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,4e26330f-ddfc-4a98-a350-4e4f741bd85e, , ,5694231.98986816,10258.510928538
333,5120000,Culture pérenne, ,N.I.,De 100 à 1000 hectares,, ,Abandonné,191,188,USER,2019/11/19 10:10:14+00,USER,2021/05/29 19:57:08+00,d5e740b9-bd0e-44d1-a058-b5f779fa3ae4, , ,1907426.85369873,7281.54264320233
